src_subject_id,eventname,reshist_addr1_adi_edu_l,reshist_addr1_adi_edu_h,reshist_addr1_adi_work_c,reshist_addr1_adi_income,reshist_addr1_adi_in_dis,reshist_addr1_adi_home_v,reshist_addr1_adi_rent,reshist_addr1_adi_mortg,reshist_addr1_adi_home_o,reshist_addr1_adi_crowd,reshist_addr1_adi_unemp,reshist_addr1_adi_pov,reshist_addr1_adi_b138,reshist_addr1_adi_sp,reshist_addr1_adi_ncar,reshist_addr1_adi_ntel,reshist_addr1_adi_nplumb,reshist_addr1_adi_wsum,reshist_addr1_adi_perc,reshist_addr2_adi_edu_l,reshist_addr2_adi_edu_h,reshist_addr2_adi_work_c,reshist_addr2_adi_income,reshist_addr2_adi_in_dis,reshist_addr2_adi_home_v,reshist_addr2_adi_rent,reshist_addr2_adi_mortg,reshist_addr2_adi_home_o,reshist_addr2_adi_crowd,reshist_addr2_adi_unemp,reshist_addr2_adi_pov,reshist_addr2_adi_b138,reshist_addr2_adi_sp,reshist_addr2_adi_ncar,reshist_addr2_adi_ntel,reshist_addr2_adi_nplumb,reshist_addr2_adi_wsum,reshist_addr2_adi_perc,reshist_addr3_adi_edu_l,reshist_addr3_adi_edu_h,reshist_addr3_adi_work_c,reshist_addr3_adi_income,reshist_addr3_adi_in_dis,reshist_addr3_adi_home_v,reshist_addr3_adi_rent,reshist_addr3_adi_mortg,reshist_addr3_adi_home_o,reshist_addr3_adi_crowd,reshist_addr3_adi_unemp,reshist_addr3_adi_pov,reshist_addr3_adi_b138,reshist_addr3_adi_sp,reshist_addr3_adi_ncar,reshist_addr3_adi_ntel,reshist_addr3_adi_nplumb,reshist_addr3_adi_wsum,reshist_addr3_adi_perc
NDAR_INV005V6D2C,baseline_year_1_arm_1,4.861931,87.37314,95.0195,45609,2.9463396,271100,995,1804,16.29029,2.440678,9.991899,17.770597,27.568094,29.07916,14.237288,1.9661016,0,97.75763,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV007W6H7B,baseline_year_1_arm_1,3.5597112,94.81628,99.60899,129961,3.567694,897800,1605,1534,26.772322,2.930622,6.2542953,3.6653388,33.2687,0,78.11005,4.8145933,0.75127447,27.144264,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV00BD7VDC,baseline_year_1_arm_1,0.63583815,96.58959,97.06238,84150,1.3448572,149600,845,1165,73.89431,0,3.4201322,1.2048193,6.977778,5.863454,7.9864473,0,0,104.1378,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV00CY2MDM,baseline_year_1_arm_1,2.1968853,93.04783,92.36878,63977,2.714429,108100,713,1028,61.082424,2.6903973,7.4760385,6.0629315,12.87053,15.349195,13.741722,1.2003311,0,110.804726,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV00NPMHND,baseline_year_1_arm_1,0.61239195,94.5245,94.13694,81602,0.5389965,272400,1100,1463,83.93555,3.215434,3.6349268,3.3766234,5.4888506,13.073593,0.57877815,0.96463025,0,92.81106,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV00R4TXET,baseline_year_1_arm_1,3.1114328,93.08972,97.476494,87917,1.7865101,277300,1135,1575,73.38393,0,7.0804596,3.7394452,17.741032,11.700845,8.669755,0.7279947,0,91.48801,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV00HEV6HB,baseline_year_1_arm_1,5.2020807,78.27131,90.60945,57225,2.4589312,147000,949,1170,62.19332,3.2183907,13.826366,11.656442,30.21327,19.018404,11.800766,2.605364,0,107.99982,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV00J52GPG,baseline_year_1_arm_1,2.4940212,92.48377,95.965416,64236,1.9757409,213500,1294,1264,63.870476,0,5.3390493,9.427208,18.494898,14.319809,8.264462,0.68060285,0,100.717094,37,0.911271,94.796165,93.03136,75378,0.8811994,246900,1061,1337,73.38157,0.9948097,7.947256,5.043132,12.630382,18.712675,6.0121107,0.51903117,0,96.07873,29,,,,,,,,,,,,,,,,,,,
NDAR_INV00LH735Y,baseline_year_1_arm_1,7.4323187,82.22633,95.73671,78125,3.0463424,257400,1586,1697,88.97543,2.729211,4.432505,10.437881,16.368835,5.193483,6.9509597,1.2366738,0.638213,94.62372,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV00LJVZK2,baseline_year_1_arm_1,3.3074934,90.387596,96.259964,46346,4.8920755,146600,735,414,26.86257,0.7079646,13.10602,25.112108,49.572144,29.820627,17.522123,2.418879,0,109.60787,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV00U4FTRU,baseline_year_1_arm_1,8.916967,74.259926,84.728806,34702,3.3378084,58900,765,599,52.5141,7.007126,11.137108,23.139654,45.469563,25.79001,4.453682,3.2066507,0,119.43963,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV00UMK5VC,baseline_year_1_arm_1,5.3977275,77.1149,96.81792,31445,3.8369877,93200,958,800,40.14778,4.1392903,21.941122,31.598866,48.817776,46.641438,45.269382,12.877792,1.6836735,116.600746,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV0191C80U,baseline_year_1_arm_1,0.93537414,95.918365,92.69911,67386,-0.23375373,147200,963,1025,69.47977,2.519685,5.53814,5.689278,22.054556,23.632385,4.2519684,1.8897638,0,106.6232,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV019DXLU4,baseline_year_1_arm_1,8.65942,81.12319,79.55652,58632,0,219400,650,1048,75.893745,1.1936339,4.8868313,0.9700176,30.188679,7.2310405,1.9230769,3.249337,0,101.00615,38,3.4668462,91.34972,90.941315,94145,0.7022797,278800,961,1666,77.08846,0.50536954,4.6564026,3.078203,9.215246,14.392679,1.642451,2.0846493,0.107700594,90.51791,22,19.32886,70.98434,94.58128,35220,3.6183019,131100,876,804,39.76356,7.2845,10.990938,18.393095,46.540432,37.118195,18.332659,5.746661,2.2968197,112.51437,72
NDAR_INV01AJ15N9,baseline_year_1_arm_1,1.9480519,98.05195,97.5,93693,1.8119621,294800,798,1668,90.3068,0,1.7094017,1.2820513,5.5975122,6.959707,7.51634,3.75817,0,89.07923,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV01D03VR7,baseline_year_1_arm_1,21.213339,55.60466,90.537384,35425,3.6453943,272400,974,1505,33.19082,35.02304,22.986954,33.408833,54.775345,27.406569,10.78341,7.18894,0,99.051285,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV01ELX9L6,baseline_year_1_arm_1,8.310056,81.1918,93.10859,46919,2.4829087,109800,689,950,48.284924,9.631491,7.043816,19.79665,35.727955,28.05024,9.00335,2.4706867,0,112.95481,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV01NAYMZH,baseline_year_1_arm_1,0.78998756,97.28386,85.473785,76152,0.6292137,259700,1112,1671,75.598854,2.5969863,5.241568,5.3396297,8.969724,15.092627,2.1962168,1.9878166,0,94.72296,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV01RGTWD2,baseline_year_1_arm_1,0,97.341675,93.22508,48328,4.489721,173300,1283,890,31.890793,1.3148284,9.109415,20.128479,59.87074,37.044968,2.6296568,0.58436817,0,106.70629,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV01TXCDJN,baseline_year_1_arm_1,2.4771137,92.46096,93.87002,79732,-0.5335651,103100,1145,1026,76.92591,0.53648067,8.882907,7.0921984,14.475628,12.907802,1.0729613,0,0,109.11298,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV01Z8HAPV,baseline_year_1_arm_1,0.43308792,97.48809,95.2433,91705,0.23067182,375300,994,1521,67.02509,0,2.3491724,7.1672354,15.382318,13.879409,5.106707,0.5335366,0,81.73407,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV00X2TBWJ,baseline_year_1_arm_1,0.3525955,96.16063,91.40728,81650,1.1815214,211000,1134,1371,87.35162,3.5885167,4.360587,3.3931167,9.685663,14.590403,0.99111414,0.64935064,0,98.61647,34,0.09425071,98.42915,93.69033,97661,2.4556334,247500,1116,1537,82.67125,0.33975086,6.808511,7.2100315,15.882478,17.241379,5.0396376,0.5662514,0,93.00235,25,,,,,,,,,,,,,,,,,,,
NDAR_INV010ZM3H9,baseline_year_1_arm_1,2.9719548,89.28422,95.573044,83938,1.4677454,278300,1640,1888,65.74761,0,5.177239,6.728972,11.912336,11.214953,7.9652996,1.6561514,0,91.84104,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV014RTM1V,baseline_year_1_arm_1,5.1123595,90.61798,96.82927,74534,1.8609403,242900,864,1444,44.100418,0,4.9459043,6.9582505,19.808174,26.64016,18.392857,3.9285715,0,96.58648,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV0182J779,baseline_year_1_arm_1,6.432039,85.659386,95.552666,40592,2.6229966,300300,905,1443,26.747437,5.176393,9.826454,20.936281,37.81134,17.945383,18.958128,4.121332,0.8874802,95.71953,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV028WCTG6,baseline_year_1_arm_1,6.5911846,85.40234,90.25756,57180,2.8578625,165000,815,1241,65.03051,2.3333333,8.597748,15.298885,22.177956,25.835867,11.533334,2.6,0,106.30933,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV02EBX0JJ,baseline_year_1_arm_1,1.453066,95.96048,92.87872,74359,1.7475346,273000,891,1341,81.187294,2.2787492,7.1342688,6.1737804,12.385892,12.271341,1.7488077,1.0068892,0,93.76426,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV02H7G2T6,baseline_year_1_arm_1,0.6686478,97.77117,98.022354,92375,2.3753445,265900,1223,1612,71.90636,1.235955,4.161516,9.178744,12.653061,22.028986,1.4606742,2.022472,0,91.95342,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV02JXJUZG,baseline_year_1_arm_1,1.1976048,96.68663,95.876854,79311,0.7942838,204100,959,1117,75.34125,0.7115136,4.6645703,3.2017076,8.900836,12.593383,2.0051746,0.77619666,0,99.62856,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV02RCED7D,baseline_year_1_arm_1,0.6280992,95.140495,89.16798,81433,1.7473372,262900,1169,1642,82.93994,1.8995098,12.5,7.822581,15.733772,7.5,3.737745,0.85784316,0,93.70901,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV02UVMTY7,baseline_year_1_arm_1,0.9415741,97.223564,94.43425,119952,0.26190603,442000,1616,2303,97.501564,0,5.545927,3.3074934,5.199875,8.372093,0,0,0,71.480934,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV02WP3TP6,baseline_year_1_arm_1,6.882217,81.986145,93.4301,59250,3.331695,65700,494,804,86.02187,0.78125,9.034052,10.387812,23.738062,22.853186,16.840279,0.8680556,0,115.49828,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV030W95VP,baseline_year_1_arm_1,4.519526,91.2681,89.10944,49583,1.8325815,197500,940,1179,42.324757,3.4801137,9.161794,10.50175,25.927025,24.03734,2.840909,3.409091,0,104.24978,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV030X9ZNH,baseline_year_1_arm_1,7.086614,87.67154,92.30769,72730,2.1831775,154500,725,1129,79.2788,0,9.610484,2.793296,12.909544,10.117939,5.5111113,1.2444445,0,105.2287,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV0314RN9P,baseline_year_1_arm_1,0.39021853,96.826225,90.38855,78750,2.5007367,271100,871,1546,80.77693,0.7915567,6.2919197,7.520891,14.342002,13.649025,6.508355,1.5391381,0,93.33592,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV021403LF,baseline_year_1_arm_1,4.987417,92.65614,95.596954,49405,3.2001836,254800,911,1316,43.910988,2.514441,10.912748,18.116976,33.058987,19.329529,13.863404,0.44172612,0,98.846405,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV021N0FLH,baseline_year_1_arm_1,2.0507474,94.57768,88.24101,73889,2.1429918,161900,814,1167,94.829346,0.6828057,6.3268094,4.766187,12.02384,10.161871,2.793296,3.6623216,1.2189813,104.3575,45,1.6885008,87.77293,85.17815,56276,2.2821434,98700,746,716,85.67093,2.2257552,4.491833,13.249211,25.4334,12.776025,2.7556968,3.444621,0.23331778,112.75759,73,,,,,,,,,,,,,,,,,,,
NDAR_INV022ZVCT8,baseline_year_1_arm_1,1.3677812,89.11854,90.51067,63799,2.3315725,146400,1004,1057,78.11249,1.7012228,4.303428,8.168643,16.949745,20.55336,1.4885699,0.6379585,0,107.17214,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV028D3ELL,baseline_year_1_arm_1,22.937365,65.05399,89.10369,65259,2.7870934,325800,1272,1573,64.72781,28.571428,11.186264,10.150376,27.021646,14.661654,5.968689,0,0,89.942825,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV0387TP8R,baseline_year_1_arm_1,0.8874967,96.267296,94.03485,104420,0.98996174,241400,1133,1566,85.97078,0,3.8969405,0.60642815,5.559465,7.76228,1.0638298,1.1605415,0,92.66264,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV03BDCNWM,baseline_year_1_arm_1,0.9398496,96.42857,98.75334,124514,1.1408558,311700,1245,1620,75.75897,1.6835017,6.6500416,6.33694,9.613615,8.346213,6.50954,1.7957351,0,83.30336,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV03YU08FA,baseline_year_1_arm_1,2.1499014,93.708084,95.19437,71649,3.20326,452800,1370,1892,50.385445,1.7992084,4.6131387,14.091981,17.91641,12.087264,3.2745593,3.3465276,0,77.02411,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV040B4TRC,baseline_year_1_arm_1,1.4728855,91.36353,95.159386,54750,1.6900676,183000,1044,1401,41.165134,4.3114824,8.654624,6.5176907,12.985473,13.283675,3.0356357,2.507699,1.1438627,104.88785,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV042UJKFB,baseline_year_1_arm_1,1.611299,96.73762,94.40866,104804,0,257800,1095,1499,96.60717,1.0889974,6.7515616,1.9038553,7.6246333,8.281771,4.693954,0.4506196,0,91.07185,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV04BFG4JM,baseline_year_1_arm_1,0.8225939,95.42089,88.216675,76865,2.2677162,269600,1093,1492,85.38034,3.030303,5.233333,6.662312,14.436148,13.912476,3.5984848,0.80492425,0,93.712395,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV04CLBZAD,baseline_year_1_arm_1,1.1556764,86.98164,92.51035,31064,4.207177,71500,846,789,15.894267,1.4486755,7.9029465,33.182503,48.91864,50,7.450331,4.8427153,1.0163934,118.71168,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV04EUBGTM,baseline_year_1_arm_1,0.90694004,93.80915,93.49905,63068,2.224082,78500,639,585,77.9132,0,14.449291,7.8651686,19.17483,21.011236,4.890605,0.7078507,1.2158055,113.77968,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV04GAB2AA,baseline_year_1_arm_1,0.50073636,98.32106,94.23784,178000,-0.62727445,991900,1971,3273,83.86967,0,8.214554,0,2.996782,2.463768,1.6013253,0,0,11.556622,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV04JY6730,baseline_year_1_arm_1,10.845431,79.4193,97.13376,37434,3.512423,76500,1021,567,56.786545,0.9569378,12.167832,16.07565,40.081207,15.839244,13.556619,1.9138756,0,117.380135,91,10.845431,79.4193,97.13376,37434,3.512423,76500,1021,567,56.786545,0.9569378,12.167832,16.07565,40.081207,15.839244,13.556619,1.9138756,0,117.380135,91,,,,,,,,,,,,,,,,,,,
NDAR_INV04P0G6LK,baseline_year_1_arm_1,1.2002667,92.59836,96.03799,88973,1.8245122,193700,1289,1564,89.47821,0,10.413611,4.2358327,9.668874,17.97367,3.3089814,3.824667,0,99.23322,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV04R9REGF,baseline_year_1_arm_1,10.543748,74.57908,91.78674,48404,2.567174,418900,1116,2527,24.389847,14.540943,10.161812,14.056225,27.429132,32.06158,5.459057,1.9354838,0,83.32109,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV04TRXUGL,baseline_year_1_arm_1,1.5312634,95.66142,97.87658,84398,2.2922933,293200,1360,1741,63.878326,2.2594752,7.941356,8,13.212928,16,17.857143,3.425656,2.2127051,90.41776,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV03CV8RDT,baseline_year_1_arm_1,1.4392325,96.16205,97.72727,103264,2.0116065,849800,1522,2896,67.34375,1.4184397,8.46954,7.259528,10.035143,9.800363,6.788247,0.9118541,0,35.11862,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV03KMHMJJ,baseline_year_1_arm_1,1.5255759,94.40622,98.467865,82279,2.6795537,171400,900,1464,48.77847,0.6159261,6.302521,2.1987686,13.750515,13.456465,4.135504,1.891773,0,102.29498,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV03NW0RKL,baseline_year_1_arm_1,2.3715415,96.04743,95.959595,88000,3.0344467,250000,793,1467,60.68563,2.3088024,9.882965,8.90411,15.681984,18.150684,15.873015,0.86580086,0,94.10923,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV03XVEBPM,baseline_year_1_arm_1,0.28449503,98.95685,97.94629,239792,0.42858753,1000001,2001,3294,88.46154,0.8991009,3.4324942,2.8735633,4.7994742,2.7586207,1.4985015,1.3986014,0,2.4887125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV05ATJ1V1,baseline_year_1_arm_1,4.018583,85.45877,90.82932,56044,2.2659752,95200,804,841,79.406334,2.8002949,6.087188,4.529617,21.068022,16.550522,4.237288,2.6160648,0,113.09945,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV05CA3VX5,baseline_year_1_arm_1,0.8764722,93.043,90.959755,79180,0.87081295,183800,783,1386,77.44079,1.4103129,4.9161024,9.796437,13.63016,21.055979,3.966505,3.0409873,0,101.55965,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV05LGG3GZ,baseline_year_1_arm_1,0.95864147,96.87757,98.80534,150598,1.9122669,1000001,1855,2453,47.251877,4.9804688,4.7523427,5.598622,11.775183,12.403101,4.0039062,3.8574219,2.6988637,14.575877,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV05T64PXD,baseline_year_1_arm_1,0.8225939,95.42089,88.216675,76865,2.2677162,269600,1093,1492,85.38034,3.030303,5.233333,6.662312,14.436148,13.912476,3.5984848,0.80492425,0,93.712395,26,0.8225939,95.42089,88.216675,76865,2.2677162,269600,1093,1492,85.38034,3.030303,5.233333,6.662312,14.436148,13.912476,3.5984848,0.80492425,0,93.712395,26,,,,,,,,,,,,,,,,,,,
NDAR_INV05WK8AN7,baseline_year_1_arm_1,8.967468,79.7454,92.277824,37991,3.8548646,111900,963,1342,34.98078,8.173619,20.77922,19.018404,37.75806,26.205084,15.952649,1.071026,0,113.88762,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV05X0LM1N,baseline_year_1_arm_1,1.4031806,95.541,91.021545,73000,1.8378772,246300,900,1464,84.46935,0.40674028,4.8233953,6.0397553,11.423424,7.9510703,5.9848924,4.009297,1.6477273,96.456985,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV05YY477E,baseline_year_1_arm_1,19.21479,64.270874,85.29992,42130,3.3558977,118100,902,837,52.84531,16.532976,13.072215,24.65664,49.51288,16.546762,9.848485,3.9215686,0,112.80928,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV06A9DLE9,baseline_year_1_arm_1,4.069431,76.5863,91.80754,42381,3.534504,71100,645,451,80.953064,2.8649385,7.3493977,8.88521,32.481224,9.326711,2.9672577,1.7053206,0,117.2732,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV06BKAHN5,baseline_year_1_arm_1,0,96.152824,95.51188,90308,1.3018286,218600,980,1414,75.05564,2.0137525,2.3488972,0.9009009,9.184022,22.799723,4.2730846,0.24557957,0,96.748344,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV06DE9Y0L,baseline_year_1_arm_1,2.6197605,86.63922,88.566246,67273,2.3685703,328600,1309,1177,56.589706,1.8037518,11.84,11.621622,23.002655,16.306307,7.864358,1.4430014,0,89.43925,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV06DJHEV0,baseline_year_1_arm_1,2.3227384,91.50367,89.32039,70865,1.7456515,189100,1037,1232,74.281456,3.4027426,5.9188895,9.484873,16.819637,18.23385,1.5744033,1.2188928,0.24073182,102.16487,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV06DP74KL,baseline_year_1_arm_1,0.47149593,92.32748,91.161354,65455,2.0894918,202300,819,1366,67.44768,5.0833335,6.845381,11.143411,16.043398,10.852714,5.4166665,1.0833334,0,101.65246,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV04YC4RXD,baseline_year_1_arm_1,5.6392803,73.62664,90.19311,59045,3.6344676,144800,628,1049,66.63937,1.4975041,11.996001,21.040724,35.22095,22.228506,1.5391015,0.5407654,0,108.01195,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV052HU3CU,baseline_year_1_arm_1,5.4385414,88.99717,91.86542,46693,2.643377,77700,759,769,59.041866,0,9.934791,17.042606,28.901987,19.966583,15.304529,1.6137428,0,116.027504,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV056V9RRJ,baseline_year_1_arm_1,22.120455,51.790176,91.710526,42855,3.4691703,174000,1023,1134,47.4663,21.996061,14.73448,23.094688,31.958763,24.942263,8.995404,1.9041365,0,107.382576,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV059VLAHF,baseline_year_1_arm_1,1.3746803,96.25959,93.38755,102260,-0.09379388,272300,1694,1659,83.753914,1.5799868,4.4594593,3.1851852,7.914596,8.518518,0.5266623,2.8966424,0,89.96245,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV06DX0E7R,baseline_year_1_arm_1,0.88105726,97.54562,98.72276,86938,2.5576754,215200,905,1506,49.224,0,3.4807832,3.372093,15.031171,13.72093,13.338857,3.893952,0,97.52398,32,0.88105726,97.54562,98.72276,86938,2.5576754,215200,905,1506,49.224,0,3.4807832,3.372093,15.031171,13.72093,13.338857,3.893952,0,97.52398,32,,,,,,,,,,,,,,,,,,,
NDAR_INV06LWXY67,baseline_year_1_arm_1,5.0600142,88.63262,93.061554,72058,-0.46303496,383900,1199,1692,53.197147,10.118765,6.275304,5.3061223,16.193302,15.510204,3.847981,1.3776722,0.9954751,83.52302,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV07CMT243,baseline_year_1_arm_1,4.505814,89.68023,96.62162,39343,2.7969494,254300,1121,1599,15.429627,3.5933661,6.7444572,15.298185,29.491419,28.6949,16.308353,3.9004915,0.5405405,100.19502,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV07HGA3B7,baseline_year_1_arm_1,19.180704,69.06585,93.55433,53750,2.47436,180900,1052,1241,66.50522,10.087371,8.508846,19.30736,33.867363,29.09091,3.971406,0,0.8737093,105.24636,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV07K2M5P4,baseline_year_1_arm_1,3.9414752,85.309044,84.238686,75932,0.050336815,256300,1234,1608,67.58755,3.5532994,8.163265,9.226191,20.807453,11.979167,1.7766497,2.601523,0,95.07257,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV07RAHHYH,baseline_year_1_arm_1,0.3047748,97.46021,98.61842,250001,1.1776555,1000001,2001,3329,84.53427,0,8.543923,0.75503355,4.9370527,11.996644,0,0,0,1.1157436,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV07RPB2TU,baseline_year_1_arm_1,2.396166,96.805115,79.79452,96176,2.0804176,339800,1048,1197,76.38106,0.75301206,4.678999,0,4.697227,7.2033896,7.5301204,0.30120483,0,84.51762,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV07THBLHG,baseline_year_1_arm_1,4.005774,89.10141,91.1252,57946,2.625549,175100,856,1040,71.6089,5.259259,12.116992,21.290945,30.52559,20.038536,3.851852,3.4814816,0,105.26839,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV07UK1DPH,baseline_year_1_arm_1,12.721146,71.6091,85.168785,45050,2.7580607,76000,750,726,56.058475,6.7760344,7.2857876,12.916112,29.311327,32.2237,4.9928675,0.9272468,1.2094208,116.418526,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV07XG8391,baseline_year_1_arm_1,1.9133371,95.272934,95.52189,127208,0.3843265,379800,,1933,96.35952,0.96670246,7.303371,2.4420788,7.840392,7.2636194,0,1.1815252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV07XXFHDK,baseline_year_1_arm_1,1.1711371,97.204384,95.54303,87195,1.9044527,223700,1517,1623,77.54909,1.3029315,3.937008,2.9891305,14.46183,22.463768,11.074919,3.8436482,0,96.60643,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAR_INV085CYDEZ,baseline_year_1_arm_1,1.6150297,92.97957,95.216576,66250,1.5681454,165100,973,1181,82.32973,6.0786653,6.743941,5.1996984,16.22272,12.207988,1.3706794,1.0727056,0,105.06311,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
